date,constituency,code,households,owned,owned_outright,owned_mortgage,owned_shared_ownership,rented_social,rented_social_local_authority,rented_social_other,rented_private,rented_private_landlord,rented_private_other,rent_free
2011,Brent Central,E14000591,50129,17726,8323,9403,894,14549,5091,9458,16257,15664,593,703
2011,Brent North,E14000592,40887,22621,11054,11567,586,6201,2226,3975,10885,10327,558,594
2011,Brentford and Isleworth,E14000593,51083,25274,11041,14233,1108,10464,7062,3402,13599,13012,587,638
2011,Bromley and Chislehurst,E14000604,37027,25036,11327,13709,302,6361,715,5646,4952,4626,326,376
2011,Camberwell and Peckham,E14000615,50392,13637,4266,9371,897,25515,18737,6778,9775,9213,562,568
2011,Carshalton and Wallington,E14000621,38407,24908,9854,15054,367,7892,4631,3261,4974,4636,338,266
2011,Chelsea and Fulham,E14000629,49644,20009,11279,8730,566,11243,5976,5267,16576,15675,901,1250
2011,Chingford and Woodford Green,E14000634,35404,24366,11424,12942,319,5354,2913,2441,5018,4689,329,347
2011,Chipping Barnet,E14000636,44364,29565,14193,15372,397,5202,3133,2069,8558,8073,485,642
2011,Cities of London and Westminster,E14000639,56672,17876,11123,6753,478,12186,4698,7488,23859,22348,1511,2273
2011,Croydon Central,E14000654,46885,25921,10739,15182,590,10461,6351,4110,9455,8950,505,458
2011,Croydon North,E14000655,53398,27020,9822,17198,839,10682,5389,5293,14159,13379,780,698
2011,Croydon South,E14000656,44727,32289,14321,17968,426,4744,2622,2122,6858,6433,425,410
2011,Dagenham and Rainham,E14000657,40069,24415,10928,13487,302,9560,7486,2074,5465,5123,342,327
2011,Dulwich and West Norwood,E14000673,46444,19072,6824,12248,488,15065,8556,6509,11319,10683,636,500
2011,Ealing Central and Acton,E14000674,48939,22268,10437,11831,1000,8120,3874,4246,16812,16225,587,739
2011,Ealing North,E14000675,43710,24046,10151,13895,669,8673,6098,2575,9751,9302,449,571
2011,"Ealing, Southall",E14000676,31433,17106,7826,9280,505,5679,3035,2644,7619,7169,450,524
2011,East Ham,E14000679,46009,17575,6777,10798,498,11325,7037,4288,16047,15326,721,564
2011,Edmonton,E14000687,41506,20406,8787,11619,483,10192,6389,3803,9754,9342,412,671
2011,Eltham,E14000690,35884,21042,8865,12177,267,9886,7611,2275,4311,3979,332,378
2011,Enfield North,E14000691,40231,23981,10138,13843,387,7571,5277,2294,7780,7395,385,512
2011,"Enfield, Southgate",E14000692,38179,25075,12527,12548,217,3310,2000,1310,9057,8658,399,520
